title,department,center,teacher,start_date,end_date,min_cost,max_cost,days,course_link
Programming with Python,فناوری اطلاعات و ارتباطات,میرداماد,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۱۲ خرداد ۱۴۰۵,"۷۰,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/5679/Programming-with-Python
 نرم افزار سه بعدی در طراحی لباس,فناوری مد و پوشاک,زعفرانیه,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۸ اردیبهشت ۱۴۰۵,"۳۶,۰۰۰,۰۰۰","۳۶,۰۰۰,۰۰۰",سه شنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/6315/نرم-افزار-سه-بعدی-در-طراحی-لباس
Microsoft Office Excel 2021,فناوری اطلاعات و ارتباطات,انقلاب,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۱ اردیبهشت ۱۴۰۵,"۲۳,۰۰۰,۰۰۰","۲۸,۰۰۰,۰۰۰",یکشنبه ساعت ۱۴:۳۰ تا ۱۷:۳۰ | سه شنبه ساعت ۱۴:۳۰ تا ۱۷:۳۰,https://mftplus.com/lesson/5578/Microsoft-Office-Excel-2021
Microsoft Office Excel 2021 Expert,فناوری اطلاعات و ارتباطات,انقلاب,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۸ اردیبهشت ۱۴۰۵,"۳۵,۰۰۰,۰۰۰","۴۴,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/5619/Microsoft-Office-Excel-2021-Expert
تحلیل روانشناختی بازارهای بین المللی,علوم مالی و حسابداری,میرداماد,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۱۵ اردیبهشت ۱۴۰۵,"۸۳,۱۰۰,۰۰۰","۸۳,۱۰۰,۰۰۰",سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/3950/تحلیل-روانشناختی-بازارهای-بین-المللی
نقشه برداری زمینی با دوربین توتال استیشن,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,جمعه ۲۲ اسفند ۱۴۰۴,"۸۹,۰۰۰,۰۰۰","۸۹,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۸:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۸:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۸:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/153412126/نقشه-برداری-زمینی-با-دوربین-توتال-استیشن
بلندر-مقدماتی,هنر و سینما,اکباتان,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۸ اردیبهشت ۱۴۰۵,"۵۷,۳۰۰,۰۰۰","۵۷,۳۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/6017/بلندر-مقدماتی
مدیریت ارتباط با مشتری (CRM),مدیریت و کسب و کار,میرداماد,مشخص نشده,سه شنبه ۱۹ اسفند ۱۴۰۴,سه شنبه ۱۹ اسفند ۱۴۰۴,"۲۳,۵۰۰,۰۰۰","۲۳,۵۰۰,۰۰۰",سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4943/مدیریت-ارتباط-با-مشتری-(CRM)
CCNA 200-301,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),سینا رجائی,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۵ تیر ۱۴۰۵,"۶۴,۰۰۰,۰۰۰","۷۸,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/3742/CCNA-200-301
نرم افزار Revit معماری,معماری,پرند,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۴ خرداد ۱۴۰۵,"۸۹,۰۰۰,۰۰۰","۸۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/391412129/نرم-افزار-Revit-معماری
ایمنی، بهداشت و محیط زیست (HSE) پیشرفته,علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۰ فروردین ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۶۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/154113124/ایمنی،-بهداشت-و-محیط-زیست-(HSE)-پیشرفته
دوره جامع طراحی طلا و جواهرات به کمک نرم افزار MATRIX,علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۴ آبان ۱۴۰۵,"۱۹۹,۰۰۰,۰۰۰","۱۹۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۵:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/4502/دوره-جامع-طراحی-طلا-و-جواهرات-به-کمک-نرم-افزار-MATRIX
PHP & MYSQL Web Development,فناوری اطلاعات و ارتباطات,نارمک,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۵ مرداد ۱۴۰۵,"۹۹,۰۰۰,۰۰۰","۹۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۶:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/5352/PHP-&-MYSQL-Web-Development
اصول مناقصات و قراردادها,مدیریت و کسب و کار,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۸۰,۰۰۰,۰۰۰","۹۲,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/4398/اصول-مناقصات-و-قراردادها
عکاسی با موبایل,تولید محتوا,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۳۱ اردیبهشت ۱۴۰۵,"۴۶,۱۰۰,۰۰۰","۴۶,۱۰۰,۰۰۰",پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/6519/عکاسی-با-موبایل
دوخت تخصصی شلوار,فناوری مد و پوشاک,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۵۷,۰۰۰,۰۰۰","۵۷,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/4440/دوخت-تخصصی-شلوار
طراحی مکانیکی به کمک SOLIDWORKS I,علوم مهندسی,پارک ساعی,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰ | پنجشنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/153718144/طراحی-مکانیکی-به-کمک-SOLIDWORKS-I
کمک های اولیه و فوریت های پزشکی,دانش سلامت,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۷ خرداد ۱۴۰۵,"۴۵,۵۰۰,۰۰۰","۴۵,۵۰۰,۰۰۰",پنجشنبه ساعت ۱۵:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/341612128/کمک-های-اولیه-و-فوریت-های-پزشکی
تکنسین داروخانه (نسخه خوانی),دانش سلامت,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۸ خرداد ۱۴۰۵,"۷۱,۵۰۰,۰۰۰","۷۱,۵۰۰,۰۰۰",پنجشنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/341615130/تکنسین-داروخانه-(نسخه-خوانی)
3Ds Max Beginners to Advanced & V-Ray,معماری,تهرانپارس,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۸ مرداد ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/4542/3Ds-Max-Beginners-to-Advanced-&-V-Ray
ضخیم دوزی زنانه,فناوری مد و پوشاک,پارک ساعی,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۶ مهر ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۱:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/411414165/ضخیم-دوزی-زنانه
کاربرد هوش مصنوعی در طراحی و ایده پردازی طلا و جواهر,علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۶۵,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۳:۰۰ تا ۱۶:۰۰,https://mftplus.com/lesson/5675/کاربرد-هوش-مصنوعی-در-طراحی-و-ایده-پردازی-طلا-و-جواهر
پریمیر,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۷ اردیبهشت ۱۴۰۵,"۵۷,۰۰۰,۰۰۰","۶۶,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/431213156/پریمیر
نرم افزار ABAQUS (مقدماتی),علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۸ خرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/153716125/نرم-افزار-ABAQUS-(مقدماتی)
کارگاه جامع مدیریت سرمایه گذاری در بازار رمز ارزها (ارز دیجیتال),علوم مالی و حسابداری,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۳۱ اردیبهشت ۱۴۰۵,"۱۷۲,۹۰۰,۰۰۰","۱۷۲,۹۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/4446/کارگاه-جامع-مدیریت-سرمایه-گذاری-در-بازار-رمز-ارزها-(ارز-دیجیتال)
PLC LOGO,برق و الکترونیک,پارک ساعی,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۶۱,۱۰۰,۰۰۰","۶۱,۱۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/4611/PLC-LOGO
سیستم های کنترلی الکتروهیدرولیک,برق و الکترونیک,پارک ساعی,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۱۰۶,۰۰۰,۰۰۰","۱۰۶,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/6330/سیستم-های-کنترلی-الکتروهیدرولیک
اصلاح رنگ و نور سینمایی با داوینچی,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۸ مرداد ۱۴۰۵,"۷۶,۰۰۰,۰۰۰","۷۶,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/3017/اصلاح-رنگ-و-نور-سینمایی-با-داوینچی
"VMware vSphere Install,Configure,Manage (ICM) V8",فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),محمدحسن حق پناه,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۳۱ اردیبهشت ۱۴۰۵,"۵۸,۰۰۰,۰۰۰","۷۳,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,"https://mftplus.com/lesson/6091/VMware-vSphere-Install,Configure,Manage-(ICM)-V8"
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),سید احمد مصباح,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
دوره مقدماتی تعمیرات بردهای الکترونیکی,برق و الکترونیک,سعادت آباد (مرکزی),پژمان شاه حسینی مهدوی,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۵۳,۰۰۰,۰۰۰","۵۳,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/4690/دوره-مقدماتی-تعمیرات-بردهای-الکترونیکی
فتوشاپ نسخه مقدماتی تا پیشرفته,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۵۱,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/431314130/فتوشاپ-نسخه-مقدماتی-تا-پیشرفته
فتوشاپ و ایلاستریتور,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۸۴,۰۰۰,۰۰۰","۹۴,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/431312124/فتوشاپ-و-ایلاستریتور
عکاسی دیجیتال,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۱ خرداد ۱۴۰۵,"۸۵,۹۰۰,۰۰۰","۸۵,۹۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4919/عکاسی-دیجیتال
طراحی دستی جواهرات,علوم مهندسی,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱ مرداد ۱۴۰۵,"۹۹,۰۰۰,۰۰۰","۹۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/154412123/طراحی-دستی-جواهرات
شبیه سازی فرایند با نرم افزار HYSYS سطح سه,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۷ اردیبهشت ۱۴۰۵,"۶۹,۰۰۰,۰۰۰","۶۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/153515127/شبیه-سازی-فرایند-با-نرم-افزار-HYSYS-سطح-سه
تکنسین داروخانه (نسخه خوانی),دانش سلامت,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۸ خرداد ۱۴۰۵,"۷۱,۵۰۰,۰۰۰","۷۱,۵۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/341615130/تکنسین-داروخانه-(نسخه-خوانی)
مدلسازی واحدهای فرایندی و لوله کشی به کمک نرم افزار PDMS – سطح یک,علوم مهندسی,سیدخندان,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۶۵,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/2979/مدلسازی-واحدهای-فرایندی-و-لوله-کشی-به-کمک-نرم-افزار-PDMS-–-سطح-یک
ساخت صابون های دست ساز گیاهی 1,هنر و سینما,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,جمعه ۲۲ اسفند ۱۴۰۴,"۲۶,۰۰۰,۰۰۰","۲۶,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۳۰ تا ۱۳:۳۰ | پنجشنبه ساعت ۰۹:۳۰ تا ۱۳:۳۰,https://mftplus.com/lesson/6240/ساخت-صابون-های-دست-ساز-گیاهی-1
دوره مقدماتی تعمیرات بردهای الکترونیکی,برق و الکترونیک,بلوار کاوه(قیطریه),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۰ اردیبهشت ۱۴۰۵,"۵۳,۰۰۰,۰۰۰","۵۳,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/4690/دوره-مقدماتی-تعمیرات-بردهای-الکترونیکی
موشن گرافیک,هنر و سینما,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۸ مرداد ۱۴۰۵,"۱۷۴,۰۰۰,۰۰۰","۱۷۴,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/3064/موشن-گرافیک
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۸ مرداد ۱۴۰۵,"۶۳,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
ICDL 2021 Level 1,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,جمعه ۱ خرداد ۱۴۰۵,"۳۸,۰۰۰,۰۰۰","۴۹,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5571/ICDL-2021-Level-1
طراحی مکانیکی به کمک CATIA I,علوم مهندسی,سیدخندان,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۷ خرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/153718143/طراحی-مکانیکی-به-کمک-CATIA-I
طراحی داشبوردهای هوش تجاری با PowerBI,فناوری اطلاعات و ارتباطات,پارک ساعی,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۴ اردیبهشت ۱۴۰۵,"۴۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/6057/طراحی-داشبوردهای-هوش-تجاری-با-PowerBI
حسابداری ویژه بازار کار,علوم مالی و حسابداری,نارمک,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۵ شهریور ۱۴۰۵,"۱۷۷,۶۰۰,۰۰۰","۱۷۷,۶۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/3869/حسابداری-ویژه-بازار-کار
حسابداری مالی خدماتی,علوم مالی و حسابداری,نارمک,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۷ اردیبهشت ۱۴۰۵,"۵۳,۹۰۰,۰۰۰","۵۳,۹۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/3865/حسابداری-مالی-خدماتی
طراحی وب سایت (Web Design Pack),فناوری اطلاعات و ارتباطات,تهرانپارس,علی سعادت وند,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۷ آبان ۱۴۰۵,"۱۸۷,۰۰۰,۰۰۰","۱۸۷,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/6459/طراحی-وب-سایت-(Web-Design-Pack)
طراحی مکانیکی به کمک SOLIDWORKS I,علوم مهندسی,البرز,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/153718144/طراحی-مکانیکی-به-کمک-SOLIDWORKS-I
افترافکت (After Effects),هنر و سینما,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱ مرداد ۱۴۰۵,"۹۸,۰۰۰,۰۰۰","۹۸,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/431213154/افترافکت-(After-Effects)
تولید محتوای ویدیویی,هنر و سینما,انقلاب,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۱۱ تیر ۱۴۰۵,"۹۷,۰۰۰,۰۰۰","۹۷,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/6518/تولید-محتوای-ویدیویی
تکنیکهای آبستره رزین,هنر و سینما,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,جمعه ۲۲ اسفند ۱۴۰۴,"۴۱,۰۰۰,۰۰۰","۴۱,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۵:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3819/تکنیکهای-آبستره-رزین
طراحی مکانیکی به کمک SOLIDWORKS I,علوم مهندسی,انقلاب,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۷ خرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/153718144/طراحی-مکانیکی-به-کمک-SOLIDWORKS-I
3Ds Max Beginners to Advanced & V-Ray,معماری,نارمک,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۳۱ اردیبهشت ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/4542/3Ds-Max-Beginners-to-Advanced-&-V-Ray
رفتار سازمانی,مدیریت و کسب و کار,سعادت آباد (مرکزی),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۰ فروردین ۱۴۰۵,"۳۴,۲۰۰,۰۰۰","۴۳,۰۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4945/رفتار-سازمانی
تکنسین دستگاههای زیبایی,دانش سلامت,باملند(شمال غرب),مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۲۸ اسفند ۱۴۰۴,"۴۹,۴۰۰,۰۰۰","۴۹,۴۰۰,۰۰۰",پنجشنبه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5975/تکنسین-دستگاههای-زیبایی
نقاشی حرفه ای 1,هنر و سینما,ونک,مشخص نشده,پنجشنبه ۲۱ اسفند ۱۴۰۴,پنجشنبه ۷ خرداد ۱۴۰۵,"۴۸,۰۰۰,۰۰۰","۴۸,۰۰۰,۰۰۰",پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/3946/نقاشی-حرفه-ای-1
